Förvaltning;Leverantör;Organisationsnummer;Verifikationsnummer;Konto;Kontotext;Belopp exkl moms
Stadsmiljönämnden;AME ENTREPRENAD AB;5566656608;4001296910;6151;Mindre reparation o underhåll fastighet;2 624,05
Stadsmiljönämnden;AME ENTREPRENAD AB;5566656608;4001296911;6151;Mindre reparation o underhåll fastighet;6 700,00
Stadsmiljönämnden;AME ENTREPRENAD AB;5566656608;4001297215;6151;Mindre reparation o underhåll fastighet;66 856,83
Stadsmiljönämnden;AME ENTREPRENAD AB;5566656608;4001297216;6151;Mindre reparation o underhåll fastighet;1 596,72
Stadsmiljönämnden;AME ENTREPRENAD AB;5566656608;4001295632;6151;Mindre reparation o underhåll fastighet;816,03
Stadsmiljönämnden;AME ENTREPRENAD AB;5566656608;4001295633;6151;Mindre reparation o underhåll fastighet;812,87
Stadsmiljönämnden;AME ENTREPRENAD AB;5566656608;4001296907;6151;Mindre reparation o underhåll fastighet;58 754,49
Stadsmiljönämnden;AME ENTREPRENAD AB;5566656608;4001296908;6151;Mindre reparation o underhåll fastighet;1 092,87
Stadsmiljönämnden;AME ENTREPRENAD AB;5566656608;4001296902;6185;Anläggningsentreprenad;1 687,12
Stadsmiljönämnden;AME ENTREPRENAD AB;5566656608;4001297188;6151;Mindre reparation o underhåll fastighet;8 819,91
Stadsmiljönämnden;AME ENTREPRENAD AB;5566656608;4001297189;6151;Mindre reparation o underhåll fastighet;5 287,12
Stadsmiljönämnden;AME ENTREPRENAD AB;5566656608;4001296909;6151;Mindre reparation o underhåll fastighet;1 687,12
Stadsmiljönämnden;AME ENTREPRENAD AB;5566656608;4001296912;6151;Mindre reparation o underhåll fastighet;6 867,99
Stadsmiljönämnden;AME ENTREPRENAD AB;5566656608;4001296913;6151;Mindre reparation o underhåll fastighet;2 148,03
Stadsmiljönämnden;AME ENTREPRENAD AB;5566656608;4001296914;6151;Mindre reparation o underhåll fastighet;3 675,25
Stadsmiljönämnden;AME ENTREPRENAD AB;5566656608;4001296904;6151;Mindre reparation o underhåll fastighet;6 720,87
Stadsmiljönämnden;AME ENTREPRENAD AB;5566656608;4001296905;6151;Mindre reparation o underhåll fastighet;2 251,12
Stadsmiljönämnden;AME ENTREPRENAD AB;5566656608;4001296906;6151;Mindre reparation o underhåll fastighet;3 400,00
Kommunledning;VESPER GROUP AB;5566659354;101083582;7459;Övriga konsulttjänster;9 400,00
Kretslopp och Vatten;DUSTIN SVERIGE AB (FB);5566661012;5601378649;6541;IT-material;300,94
Kretslopp och Vatten;DUSTIN SVERIGE AB (FB);5566661012;5601378649;6541;IT-material;468,76
Kretslopp och Vatten;DUSTIN SVERIGE AB (FB);5566661012;5601378792;6541;IT-material;4 035,95
Kretslopp och Vatten;DUSTIN SVERIGE AB (FB);5566661012;5601378682;6411;Förbrukningsinventarier;6 144,75
Exploateringsnämnden;DUSTIN SVERIGE AB (FB);5566661012;2001229056;6541;IT-material;8 311,20
Exploateringsnämnden;DUSTIN SVERIGE AB (FB);5566661012;2001229113;6541;IT-material;2 398,50
Exploateringsnämnden;DUSTIN SVERIGE AB (FB);5566661012;2001227155;6411;Förbrukningsinventarier;1 327,26
Exploateringsnämnden;DUSTIN SVERIGE AB (FB);5566661012;2001227245;6411;Förbrukningsinventarier;1 598,50
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092219462;6652;Reparation o underhåll förbrukningsinvent;875,25
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092182492;6541;IT-material;10 802,49
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092212139;7011;Transporter;139,00
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092212139;6461;Förbrukningsmaterial;476,25
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092213026;6451;Tekniska hjälpmedel;3 999,25
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092215740;7433;IT-program och licensavgifter;390,50
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092219565;6411;Förbrukningsinventarier;1 190,50
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092213519;6461;Förbrukningsmaterial;344,75
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092186592;6541;IT-material;8 350,33
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092206880;6541;IT-material;-8 350,33
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092206398;7433;IT-program och licensavgifter;21 060,00
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092213032;6461;Förbrukningsmaterial;2 344,00
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092219520;6461;Förbrukningsmaterial;659,11
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092218783;6541;IT-material;1 980,82
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092218199;6461;Förbrukningsmaterial;121,40
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092218199;6461;Förbrukningsmaterial;425,15
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092218199;6461;Förbrukningsmaterial;60,70
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092217686;6541;IT-material;638,50
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092214951;6541;IT-material;327,20
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092214951;6541;IT-material;267,30
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092212564;6461;Förbrukningsmaterial;1 595,25
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092215811;6461;Förbrukningsmaterial;2 568,75
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092212986;6461;Förbrukningsmaterial;1 044,75
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092185865;6411;Förbrukningsinventarier;3 939,25
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092216947;6461;Förbrukningsmaterial;322,25
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092216947;6461;Förbrukningsmaterial;167,70
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092220707;6411;Förbrukningsinventarier;1 148,75
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092212112;6411;Förbrukningsinventarier;740,00
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092206373;6411;Förbrukningsinventarier;-472,83
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092214950;6411;Förbrukningsinventarier;2 799,17
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092187242;6411;Förbrukningsinventarier;1 396,00
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092215262;6411;Förbrukningsinventarier;7 030,50
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092211694;6461;Förbrukningsmaterial;1 050,50
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092212579;6461;Förbrukningsmaterial;370,50
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092213518;6461;Förbrukningsmaterial;184,75
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092216947;6461;Förbrukningsmaterial;154,80
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092218786;6461;Förbrukningsmaterial;-198,50
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092216946;6461;Förbrukningsmaterial;198,50
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092212144;6461;Förbrukningsmaterial;31 155,25
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092215741;6321;Hyra/leasing it-utrustning;16 704,00
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092217182;6461;Förbrukningsmaterial;5 384,75
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092222515;6411;Förbrukningsinventarier;-3 395,25
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092216369;6411;Förbrukningsinventarier;2 495,25
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092218703;6411;Förbrukningsinventarier;618,50
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092218192;6411;Förbrukningsinventarier;13 800,00
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092220601;6411;Förbrukningsinventarier;1 544,75
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092218781;6461;Förbrukningsmaterial;492,50
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092218781;6461;Förbrukningsmaterial;402,75
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092220592;6461;Förbrukningsmaterial;1 195,25
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092206706;6461;Förbrukningsmaterial;2 108,00
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092220599;6461;Förbrukningsmaterial;2 291,15
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092207540;6461;Förbrukningsmaterial;5 048,75
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092206692;6411;Förbrukningsinventarier;-3 466,42
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092214332;6541;IT-material;1 179,99
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092215804;6461;Förbrukningsmaterial;774,50
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092217114;6461;Förbrukningsmaterial;1 160,75
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092220041;6151;Mindre reparation o underhåll fastighet;1 440,00
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092221899;6461;Förbrukningsmaterial;891,18
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092215742;6321;Hyra/leasing it-utrustning;2 880,00
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092220024;6461;Förbrukningsmaterial;464,00
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092215235;6461;Förbrukningsmaterial;3 395,25
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092213534;6511;Kontorsmaterial;444,75
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092213673;6511;Kontorsmaterial;444,75
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092188520;6461;Förbrukningsmaterial;2 070,50
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092218200;6461;Förbrukningsmaterial;8 368,82
Grundskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6092214390;6461;Förbrukningsmaterial;1 180,76
Utbildningsnämnden;DUSTIN SVERIGE AB (FB);5566661012;6101614450;6541;IT-material;792,00
Utbildningsnämnden;DUSTIN SVERIGE AB (FB);5566661012;6101613195;6411;Förbrukningsinventarier;1 240,75
Utbildningsnämnden;DUSTIN SVERIGE AB (FB);5566661012;6101614574;6461;Förbrukningsmaterial;548,75
Utbildningsnämnden;DUSTIN SVERIGE AB (FB);5566661012;6101614680;6411;Förbrukningsinventarier;2 110,40
Utbildningsnämnden;DUSTIN SVERIGE AB (FB);5566661012;6101608718;6461;Förbrukningsmaterial;585,56
Utbildningsnämnden;DUSTIN SVERIGE AB (FB);5566661012;6101613733;6541;IT-material;1 716,81
Utbildningsnämnden;DUSTIN SVERIGE AB (FB);5566661012;6101613911;6541;IT-material;640,09
Utbildningsnämnden;DUSTIN SVERIGE AB (FB);5566661012;6101614136;6199;Övriga fastighetskostnader;22 164,75
Utbildningsnämnden;DUSTIN SVERIGE AB (FB);5566661012;6101614452;6541;IT-material;559,25
Utbildningsnämnden;DUSTIN SVERIGE AB (FB);5566661012;6101614143;6541;IT-material;1 171,20
Stadsmiljönämnden;DUSTIN SVERIGE AB (FB);5566661012;4001292791;6461;Förbrukningsmaterial;168,04
Stadsmiljönämnden;DUSTIN SVERIGE AB (FB);5566661012;4001294558;6541;IT-material;1 038,50
Stadsmiljönämnden;DUSTIN SVERIGE AB (FB);5566661012;4001294560;6411;Förbrukningsinventarier;556,03
Stadsmiljönämnden;DUSTIN SVERIGE AB (FB);5566661012;4001296480;6411;Förbrukningsinventarier;-2 799,25
Stadsmiljönämnden;DUSTIN SVERIGE AB (FB);5566661012;4001295912;6541;IT-material;743,22
Stadsmiljönämnden;DUSTIN SVERIGE AB (FB);5566661012;4001291408;6541;IT-material;1 671,95
Stadsmiljönämnden;DUSTIN SVERIGE AB (FB);5566661012;4001295485;6541;IT-material;868,80
Stadsmiljönämnden;DUSTIN SVERIGE AB (FB);5566661012;4001295440;6411;Förbrukningsinventarier;2 799,25
Stadsmiljönämnden;DUSTIN SVERIGE AB (FB);5566661012;4001296071;6541;IT-material;6 687,98
Stadsmiljönämnden;DUSTIN SVERIGE AB (FB);5566661012;4001294381;6601;Reparation o underhåll maskin och invent;1 028,71
Äldre samt vård- och omsorgsnämnden;DUSTIN SVERIGE AB (FB);5566661012;1601694071;6461;Förbrukningsmaterial;1 200,00
Äldre samt vård- och omsorgsnämnden;DUSTIN SVERIGE AB (FB);5566661012;1601693773;6451;Tekniska hjälpmedel;2 959,25
Äldre samt vård- och omsorgsnämnden;DUSTIN SVERIGE AB (FB);5566661012;1601690715;6461;Förbrukningsmaterial;578,31
Äldre samt vård- och omsorgsnämnden;DUSTIN SVERIGE AB (FB);5566661012;1601691393;6511;Kontorsmaterial;2 796,73
Äldre samt vård- och omsorgsnämnden;DUSTIN SVERIGE AB (FB);5566661012;1601691582;6851;Porto och postavgifter;69,50
Äldre samt vård- och omsorgsnämnden;DUSTIN SVERIGE AB (FB);5566661012;1601691582;6851;Porto och postavgifter;69,75
Äldre samt vård- och omsorgsnämnden;DUSTIN SVERIGE AB (FB);5566661012;1601692414;6461;Förbrukningsmaterial;282,00
Äldre samt vård- och omsorgsnämnden;DUSTIN SVERIGE AB (FB);5566661012;1601692414;6461;Förbrukningsmaterial;282,00
Äldre samt vård- och omsorgsnämnden;DUSTIN SVERIGE AB (FB);5566661012;1601683462;6461;Förbrukningsmaterial;296,01
Äldre samt vård- och omsorgsnämnden;DUSTIN SVERIGE AB (FB);5566661012;1601692992;6411;Förbrukningsinventarier;696,75
Äldre samt vård- och omsorgsnämnden;DUSTIN SVERIGE AB (FB);5566661012;1601694143;6461;Förbrukningsmaterial;695,25
Äldre samt vård- och omsorgsnämnden;DUSTIN SVERIGE AB (FB);5566661012;1601690779;6461;Förbrukningsmaterial;790,50
Äldre samt vård- och omsorgsnämnden;DUSTIN SVERIGE AB (FB);5566661012;1601685550;6461;Förbrukningsmaterial;282,50
Äldre samt vård- och omsorgsnämnden;DUSTIN SVERIGE AB (FB);5566661012;1601695554;6541;IT-material;400,82
Äldre samt vård- och omsorgsnämnden;DUSTIN SVERIGE AB (FB);5566661012;1601696463;6511;Kontorsmaterial;2 639,97
Äldre samt vård- och omsorgsnämnden;DUSTIN SVERIGE AB (FB);5566661012;1601696808;6411;Förbrukningsinventarier;344,75
Äldre samt vård- och omsorgsnämnden;DUSTIN SVERIGE AB (FB);5566661012;1601694927;6851;Porto och postavgifter;139,00
Äldre samt vård- och omsorgsnämnden;DUSTIN SVERIGE AB (FB);5566661012;1601694927;6461;Förbrukningsmaterial;488,25
Äldre samt vård- och omsorgsnämnden;DUSTIN SVERIGE AB (FB);5566661012;1601691582;6511;Kontorsmaterial;50,00
Äldre samt vård- och omsorgsnämnden;DUSTIN SVERIGE AB (FB);5566661012;1601691582;6511;Kontorsmaterial;50,00
Äldre samt vård- och omsorgsnämnden;DUSTIN SVERIGE AB (FB);5566661012;1601695561;6461;Förbrukningsmaterial;350,50
Äldre samt vård- och omsorgsnämnden;DUSTIN SVERIGE AB (FB);5566661012;1601696105;6411;Förbrukningsinventarier;598,50
Äldre samt vård- och omsorgsnämnden;DUSTIN SVERIGE AB (FB);5566661012;1601696091;6411;Förbrukningsinventarier;8 380,00
Äldre samt vård- och omsorgsnämnden;DUSTIN SVERIGE AB (FB);5566661012;1601696091;6411;Förbrukningsinventarier;8 380,00
Nämnden för Intraservice;DUSTIN SVERIGE AB (FB);5566661012;601189308;6411;Förbrukningsinventarier;3 126,46
Nämnden för Intraservice;DUSTIN SVERIGE AB (FB);5566661012;601189487;6411;Förbrukningsinventarier;1 999,25
Socialnämnd Sydväst;DUSTIN SVERIGE AB (FB);5566661012;1651135511;6511;Kontorsmaterial;2 392,70
Socialnämnd Sydväst;DUSTIN SVERIGE AB (FB);5566661012;1651135606;7011;Transporter;133,17
Socialnämnd Sydväst;DUSTIN SVERIGE AB (FB);5566661012;1651135606;6411;Förbrukningsinventarier;326,00
Socialnämnd Sydväst;DUSTIN SVERIGE AB (FB);5566661012;1651135514;6411;Förbrukningsinventarier;4 418,44
Socialnämnd Sydväst;DUSTIN SVERIGE AB (FB);5566661012;1651135403;6461;Förbrukningsmaterial;512,05
Socialnämnd Sydväst;DUSTIN SVERIGE AB (FB);5566661012;1651135607;6541;IT-material;798,50
Socialnämnd Sydväst;DUSTIN SVERIGE AB (FB);5566661012;1651135372;6461;Förbrukningsmaterial;158,50
Socialnämnd Nordost;DUSTIN SVERIGE AB (FB);5566661012;1631115872;6411;Förbrukningsinventarier;465,51
Socialnämnd Nordost;DUSTIN SVERIGE AB (FB);5566661012;1631116569;6461;Förbrukningsmaterial;465,51
Socialnämnd Nordost;DUSTIN SVERIGE AB (FB);5566661012;1631115924;6461;Förbrukningsmaterial;600,04
Socialnämnd Nordost;DUSTIN SVERIGE AB (FB);5566661012;1631116428;6451;Tekniska hjälpmedel;439,25
Socialnämnd Nordost;DUSTIN SVERIGE AB (FB);5566661012;1631116580;6451;Tekniska hjälpmedel;559,94
Socialnämnd Nordost;DUSTIN SVERIGE AB (FB);5566661012;1631116293;6411;Förbrukningsinventarier;847,23
Socialnämnd Nordost;DUSTIN SVERIGE AB (FB);5566661012;1631116497;6461;Förbrukningsmaterial;2 070,50
Socialnämnd Nordost;DUSTIN SVERIGE AB (FB);5566661012;1631116392;6461;Förbrukningsmaterial;544,00
Socialnämnd Nordost;DUSTIN SVERIGE AB (FB);5566661012;1631116413;6461;Förbrukningsmaterial;2 876,00
Socialnämnd Nordost;DUSTIN SVERIGE AB (FB);5566661012;1631116199;6461;Förbrukningsmaterial;435,25
Socialnämnd Nordost;DUSTIN SVERIGE AB (FB);5566661012;1631114396;6601;Reparation o underhåll maskin och invent;4 970,50
Förskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6081792995;6411;Förbrukningsinventarier;233,65
Förskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6081795385;6461;Förbrukningsmaterial;1 124,75
Förskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6081792320;6461;Förbrukningsmaterial;344,75
Förskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6081791971;6461;Förbrukningsmaterial;924,75
Förskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6081791305;6461;Förbrukningsmaterial;744,00
Förskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6081781578;6461;Förbrukningsmaterial;-632,00
Förskolenämnden;DUSTIN SVERIGE AB (FB);5566661012;6081793926;6461;Förbrukningsmaterial;840,00
Socialnämnd Hisingen;DUSTIN SVERIGE AB (FB);5566661012;1661084485;6511;Kontorsmaterial;739,19
Socialnämnd Hisingen;DUSTIN SVERIGE AB (FB);5566661012;1661084685;6461;Förbrukningsmaterial;5 398,50
Socialnämnd Hisingen;DUSTIN SVERIGE AB (FB);5566661012;1661084743;6541;IT-material;333,53
Socialnämnd Hisingen;DUSTIN SVERIGE AB (FB);5566661012;1661084575;6541;IT-material;3 406,30
Socialnämnd Hisingen;DUSTIN SVERIGE AB (FB);5566661012;1661084893;6461;Förbrukningsmaterial;1 073,52
Vuxenutbildningsnämnden;DUSTIN SVERIGE AB (FB);5566661012;6251057790;6411;Förbrukningsinventarier;1 450,50
Inköp och upphandling;DUSTIN SVERIGE AB (FB);5566661012;500013099;6461;Förbrukningsmaterial;495,25
Inköp och upphandling;DUSTIN SVERIGE AB (FB);5566661012;500013103;6461;Förbrukningsmaterial;44,75
Socialnämnd Centrum;DUSTIN SVERIGE AB (FB);5566661012;1641092493;6411;Förbrukningsinventarier;3 196,00
Socialnämnd Centrum;DUSTIN SVERIGE AB (FB);5566661012;1641093897;6411;Förbrukningsinventarier;1 448,75
Socialnämnd Centrum;DUSTIN SVERIGE AB (FB);5566661012;1641093639;6411;Förbrukningsinventarier;314,50
Socialnämnd Centrum;DUSTIN SVERIGE AB (FB);5566661012;1641093783;6461;Förbrukningsmaterial;2 097,60
Nämnden för funktionsstöd;DUSTIN SVERIGE AB (FB);5566661012;1611415383;6411;Förbrukningsinventarier;1 275,12
Nämnden för funktionsstöd;DUSTIN SVERIGE AB (FB);5566661012;1611414301;6461;Förbrukningsmaterial;-824,75
Nämnden för funktionsstöd;DUSTIN SVERIGE AB (FB);5566661012;1611413473;6411;Förbrukningsinventarier;-599,25
Nämnden för funktionsstöd;DUSTIN SVERIGE AB (FB);5566661012;1611409597;6411;Förbrukningsinventarier;5 980,22
Nämnden för funktionsstöd;DUSTIN SVERIGE AB (FB);5566661012;1611409597;6411;Förbrukningsinventarier;599,00
Nämnden för funktionsstöd;DUSTIN SVERIGE AB (FB);5566661012;1611414372;6411;Förbrukningsinventarier;1 595,25
Nämnden för funktionsstöd;DUSTIN SVERIGE AB (FB);5566661012;1611416646;6461;Förbrukningsmaterial;630,32
Nämnden för funktionsstöd;DUSTIN SVERIGE AB (FB);5566661012;1611411433;6411;Förbrukningsinventarier;-272,85
Nämnden för funktionsstöd;DUSTIN SVERIGE AB (FB);5566661012;1611410610;6461;Förbrukningsmaterial;1 056,03
Nämnden för funktionsstöd;DUSTIN SVERIGE AB (FB);5566661012;1611410734;6461;Förbrukningsmaterial;416,75
Nämnden för funktionsstöd;DUSTIN SVERIGE AB (FB);5566661012;1611413427;6321;Hyra/leasing it-utrustning;1 136,81
Kulturnämnden;DUSTIN SVERIGE AB (FB);5566661012;6901236232;6411;Förbrukningsinventarier;1 344,75
Nämnden för funktionsstöd;VIVIDA ASSISTANS AB;5566663265;1611411078;4630;Köp av huvudverksamhet;77 386,00
Nämnden för funktionsstöd;VIVIDA ASSISTANS AB;5566663265;1611412860;4630;Köp av huvudverksamhet;36 020,58
Nämnden för funktionsstöd;VIVIDA ASSISTANS AB;5566663265;1611412860;4630;Köp av huvudverksamhet;5 993,42
Nämnden för funktionsstöd;VIVIDA ASSISTANS AB;5566663265;1611413133;4630;Köp av huvudverksamhet;95 150,00
Grundskolenämnden;PROMAS SVERIGE AB;5566663836;6092221706;7472;Friskvård;123 552,00
Grundskolenämnden;PROMAS SVERIGE AB;5566663836;6092221706;7472;Friskvård;30 888,00
Utbildningsnämnden;ANIARAGYMNASIET/AF AFFÄRSEFFEKT FRA;5566666789;6101614012;4630;Köp av huvudverksamhet;2 784 690,34
Utbildningsnämnden;ANIARAGYMNASIET/AF AFFÄRSEFFEKT FRA;5566666789;6101614012;4630;Köp av huvudverksamhet;373 250,00
Nämnden för Intraservice;THE CLOUD NETWORKS NORDIC AB;5566674601;601188595;7432;IT tjänster;41 100,00
Nämnden för Intraservice;THE CLOUD NETWORKS NORDIC AB;5566674601;601188596;7432;IT tjänster;2 810,50
Grundskolenämnden;ELECTROKIT SWEDEN AB;5566679683;6092217136;6461;Förbrukningsmaterial;10 603,00
Utbildningsnämnden;ELECTROKIT SWEDEN AB;5566679683;6101613886;6461;Förbrukningsmaterial;525,00
Utbildningsnämnden;ELECTROKIT SWEDEN AB;5566679683;6101613753;6411;Förbrukningsinventarier;12 616,20
Grundskolenämnden;BJÖRNERÖD SOLSKYDD AB;5566686464;6092207187;6411;Förbrukningsinventarier;34 337,70
Grundskolenämnden;BJÖRNERÖD SOLSKYDD AB;5566686464;6092207185;6151;Mindre reparation o underhåll fastighet;12 895,25
Kulturnämnden;BJÖRNERÖD SOLSKYDD AB;5566686464;6901236237;6411;Förbrukningsinventarier;19 340,00
Nämnden för funktionsstöd;BJÖRNERÖD SOLSKYDD AB;5566686464;1611409836;6151;Mindre reparation o underhåll fastighet;5 491,14
Äldre samt vård- och omsorgsnämnden;BJÖRNERÖD SOLSKYDD AB;5566686464;1601695496;7331;Larm;829,64
Äldre samt vård- och omsorgsnämnden;BJÖRNERÖD SOLSKYDD AB;5566686464;1601690469;6311;Hyra/leasing arbetsmaskiner;740,00
Äldre samt vård- och omsorgsnämnden;BJÖRNERÖD SOLSKYDD AB;5566686464;1601692081;6151;Mindre reparation o underhåll fastighet;749,64
Idrotts-och föreningsnämnden;BJÖRNERÖD SOLSKYDD AB;5566686464;3931239754;6411;Förbrukningsinventarier;40 400,00
Stadsfastighetsnämnden;BJÖRNERÖD SOLSKYDD AB;5566686464;2302184351;6151;Mindre reparation o underhåll fastighet;740,00
Stadsfastighetsnämnden;BJÖRNERÖD SOLSKYDD AB;5566686464;2302195826;6151;Mindre reparation o underhåll fastighet;1 697,20
Stadsfastighetsnämnden;BJÖRNERÖD SOLSKYDD AB;5566686464;2302193488;6151;Mindre reparation o underhåll fastighet;2 220,00
Stadsfastighetsnämnden;BJÖRNERÖD SOLSKYDD AB;5566686464;2302189382;6411;Förbrukningsinventarier;6 626,50
Stadsfastighetsnämnden;BJÖRNERÖD SOLSKYDD AB;5566686464;2302195988;6151;Mindre reparation o underhåll fastighet;740,00
Stadsfastighetsnämnden;BJÖRNERÖD SOLSKYDD AB;5566686464;2302193199;6151;Mindre reparation o underhåll fastighet;740,00
Stadsfastighetsnämnden;BJÖRNERÖD SOLSKYDD AB;5566686464;2302188462;6151;Mindre reparation o underhåll fastighet;2 201,00
Stadsfastighetsnämnden;BJÖRNERÖD SOLSKYDD AB;5566686464;2302184064;6151;Mindre reparation o underhåll fastighet;400,00
Stadsfastighetsnämnden;BJÖRNERÖD SOLSKYDD AB;5566686464;2302194982;6151;Mindre reparation o underhåll fastighet;847,93
Stadsfastighetsnämnden;BJÖRNERÖD SOLSKYDD AB;5566686464;2302189093;6175;Husbyggnadsentreprenader;414 076,75
Stadsfastighetsnämnden;BJÖRNERÖD SOLSKYDD AB;5566686464;2302188462;6461;Förbrukningsmaterial;2 427,00
Stadsfastighetsnämnden;BJÖRNERÖD SOLSKYDD AB;5566686464;2302193200;6151;Mindre reparation o underhåll fastighet;43 920,00
Stadsfastighetsnämnden;BJÖRNERÖD SOLSKYDD AB;5566686464;2302195826;6461;Förbrukningsmaterial;370,00
Stadsfastighetsnämnden;BJÖRNERÖD SOLSKYDD AB;5566686464;2302193488;6461;Förbrukningsmaterial;760,00
Stadsfastighetsnämnden;BJÖRNERÖD SOLSKYDD AB;5566686464;2302193184;6151;Mindre reparation o underhåll fastighet;1 409,70
Stadsfastighetsnämnden;BJÖRNERÖD SOLSKYDD AB;5566686464;2302193476;6151;Mindre reparation o underhåll fastighet;919,25
Stadsfastighetsnämnden;BJÖRNERÖD SOLSKYDD AB;5566686464;2302193484;6151;Mindre reparation o underhåll fastighet;1 999,25
Grundskolenämnden;FORMPIPE SOFTWARE AB;5566686605;6092214849;7433;IT-program och licensavgifter;48 562,50
Socialnämnd Centrum;ORANGEGAS SVERIGE AB;5566698543;1641092729;6914;Drivmedel fordonsgas;914,44
Socialnämnd Centrum;ORANGEGAS SVERIGE AB;5566698543;1641092730;6914;Drivmedel fordonsgas;399,26
Utbildningsnämnden;ORANGEGAS SVERIGE AB;5566698543;6101615330;6914;Drivmedel fordonsgas;804,89
Utbildningsnämnden;ORANGEGAS SVERIGE AB;5566698543;6101615333;6914;Drivmedel fordonsgas;236,86
